ID;EUPONT_ID;NDX;LEIRAS
37105746;99429;4;"A fenti feltételek alapján végzett kezelést követően, 2-es típusú cukorbetegségben szenvedő beteg esetében_x000d_
-  legalább egy évig humán intenzifkált inzulinkezelés alatt álló (naponta három vagy több alkalommal inzulinkezelésre szoruló) cukorbeteg részére, amennyiben a  beállított terápia ellenére megfelelő szénhidrátanyagcsere-háztartást (HbA1c<8,0%) nem lehetett elérni, vagy havonta legalább 3 alkalommal - az orvosi dokumentációban feltüntetett - korrekciót igénylő hypoglikaemia jelentkezik._x000d_
- legalább fél évig az  Eü50 6/d.  pont alapján kezelt cukorbeteg részére, amennyiben a  szakorvosi javaslat kiállítását megelőzően legalább két hónap különbséggel mért HbA1c értéke közül kettő 8,0% alatt van._x000d_
"
37105747;99429;7;A kezelés további fenntartására a fenti szabályok vonatkoznak.
37105767;99430;1;Myasthenia gravis
37105778;99431;1;Házi oxigénellátásban részesülő beteg részére - dokumentáltan szükséges esetben, a beteg részére történő betanítással és átadással
37105806;99432;1;Tartós házi oxigénellátásban részesülő beteg részére, akinek életvitelében dokumentáltan jelentős javulást eredményez az oxigéngázhoz képest, a beteg részére történő betanítással és átadással
37106017;99434;1;Hyperprolactinaemia
37106018;99434;2;Infertilitás
37106019;99434;3;Acromegalia
37106020;99434;4;Galaktorrhoea
37106021;99434;5;Prolactinoma
37838393;100974;1;Táplálékfelvétel és utilizáció súlyos károsodásával járó kórképek esetén orális táplálásra  - beleértve a rosszindulatú betegségeket is
37838528;100975;1;Táplálékfelvétel és utilizáció súlyos károsodásával járó kórképek esetén - beleértve a rosszindulatú betegségeket is - szonda táplálásra
37836250;100967;1;Citarabinnal és daunorubicinnel kombinálva olyan korábban nem kezelt, kedvező és intermedier prognózisú genetikai csoportban tartozó, de novo, CD33-pozitív akut myeloid leukaemiában szenvedő 15 év feletti betegeknél alkalmazható, akik alkalmasak kuratív célzatú indukciós kezelésre.
37836944;100969;1;Újonnan diagnosztizált, FLT3-mutáció-pozitív, akut myeloid leukaemiában (AML) szenvedő felnőtt betegek kezelésére, standard daunorubicin és citarabin indukciós és nagy dózisú citarabin konszolidációs kemoterápiával kombinálva, amelyet a teljes választ adó betegeknél egy monoterápiában adott midosztaurin fenntartó kezelés követ.
37837287;100972;1;Vashiány kezelése (anémiával vagy anélkül) olyan krónikus szívelégtelenségben szenvedő NYHA II-III stádiumú betegeknél, akiknél a bal kamrai ejekciós frakció (EF) értéke < 45%.
37837357;100973;1;"Acut coronaria syndromás betegek alcsoportjai (instabil anginás diabetes mellitusos betegek; valamennyi nem ST elevációs infarctuson és ST elevációs infarctuson átesett beteg) közül mindazoknál, akiknél percutan coronaria intervenció és stent beültetés történt, és clopidogrel allergia vagy laboratóriumilag igazolt non-reszponzió vagy igazolt diabetes mellitus áll fenn vagy stent trombózist szenvedett el, egy éven keresztül."
37838577;100976;1;Közepesen súlyos/súlyos tünetekkel járó méhfibrómák időszakos kezelésére olyan menopauzát el nem ért felnőtt nők esetében, akik számára a méhfibróma embolizációja és/vagy a műtéti kezelési lehetőségek nem megfelelőek vagy azok kudarcot vallottak
37837008;100970;1;Allogén vérképző őssejt-átültetést követően, CMV-szeropozitív [R+], cytomegalovirus reaktiváció és betegség megelőzésére nagykockázatú betegek számára a transzplantációt követő +100. napig
38605117;103162;3;Az egészségügyi szolgáltatások Egészségbiztosítási Alapból történő finanszírozásának részletes szabályairól szóló 43/1999. (III. 3.) Korm. rendelet szerinti intézményi regisztrációs listán szereplő, bizonyítottan meddő párok asszisztált reprodukciós kezeléséhez
38605118;103162;4;A *-gal jelölt gyógyszerek az Országos Gyógyszerészeti és Élelmezés-egészségügyi Intézet által, a 2005. évi XCV. törvény 25. § (6) bekezdése alapján kiadott engedély birtokában rendelhetőek kiemelt támogatással
37974231;101397;1;"In vitro és/vagy in vivo diagnosztikával igazolt, klinikai tüneteket okozó túlérzékenység gyakran allergizáló_x000d_
táplálékra, gyógyszerre, rovarméregre abban az esetben, ha súlyos szisztémás reakció szerepel a kórtörténetben_x000d_
illetve bármilyen okból (foglakozás, környezet) nagy az anaphylaxia veszélye."
37974302;101398;1;"In vitro és/vagy in vivo diagnosztikával igazolt, klinikai tüneteket okozó túlérzékenység gyakran allergizáló_x000d_
táplálékra, gyógyszerre, rovarméregre."
37973538;101394;1;"Hosszútávú, elsődleges vagy másodlagos megelőzésként folyamatos alvadásgátló kezelés szükségessége esetén_x000d_
- malignus daganatban szenvedő beteg részére egyéb járulékos thrombogén tényező (immobilitás, kemoterápia,_x000d_
hormonterápia, angiogenezis-gátló, thalidomid vagy lenalinomid kezelés, a daganat, annak áttétje vagy_x000d_
nyirokpangás által okozott érkompresszió) fennállásának időtartamára, valamint korábbi vénás thromboembóliás_x000d_
epizódot követően,_x000d_
- várandósság idején hosszútávú K-vitamin antagonistával végzett kezelés folytatásaként, ha az előzményben_x000d_
provokáló tényező nélkül vagy ösztrogén kezelés miatt kialakult vénás thromboembolia vagy a várandósság_x000d_
során kialakult vénás thromboembolia szerepel, továbbá amennyiben a családi anamnézisben pozitív és_x000d_
ismert homozigóta FV Leiden vagy homozygota homozigóta FII G20210A pontmutáció, kombinált örökletes_x000d_
thrombosiskészség, klinikai és laboratóriumi definíciónak megfelelő antifoszfolipid betegség van,_x000d_
- az Eü90 4/a1., 4/b1. vagy 4/c1. indikációs pont szerinti legalább 3 hónapos megszakítás nélküli járóbeteg-ellátás_x000d_
keretében történő terápia folytatásaként a kockázat fennállásának idejére, amennyiben K-vitamin antagonisták_x000d_
adása ellenjavallt vagy K-vitamin antagonisták adása mellett legalább grade II. súlyosságú gastrointestinalis_x000d_
vagy hepaticus mellékhatás, vasculitis, cumarin necrosis, blue toe syndroma, normális vasforgalmi adatok mellett_x000d_
kifejezett hajhullás, INR érték alapján nem túladagolásból adódó vérzés vagy splanchnicus vagy vena hepatica_x000d_
thrombosis jelentkezik."
37973607;101395;1;Előrehaladott Parkinson-kór esetén A Parkinson betegségcsoport diagnosztikájának és kezelésének finanszírozási eljárásrendjében meghatározottak szerint.
37848383;100995;1;Acut coronaria szindrómás betegek (ST elevációs és nem ST elevációs infarktuson átesett betegek, instabil anginás betegek) közül mindazoknál, akik krónikus veseelégtelenségben szenvednek (kreatinin clearance <60 ml/perc).
38196355;101919;3;Spondylitis ankylopoetica
38196343;101919;1;Crohn betegség
38196354;101919;2;Felnőttkori súlyos (18 éves kor felett, Mayo score > vagy = 9) colitis ulcerosa
38196356;101919;4;Aktív, súlyos arthritis psoriatica
38196357;101919;5;Súlyos tünetekkel (PASI  > vagy = 15 vagy BSA > vagy = 10 vagy DLQI > vagy = 10) járó plakkos psoriasis
38196358;101919;6;Rheumatoid arthritis (több mint 4 ACR kritérium legalább 3 hónapja)
38196359;101919;7;Juvenilis idiopáthiás arthritis.
38196407;101920;1;A megelőző 3 hónapban e pont alá tartozó gyógyszerrel kezelt beteg részére, illetve azon beteg részére, akinél az EÜ77/a1. pontra besorolt készítményekkel szemben intolerancia áll fenn, vagy az adott készítmények kontraindikáltak, vagy az adott készítmények mellett a beteg progrediált, a finanszírozási eljárásrendekben meghatározottak szerint.
38196408;101920;2;- Crohn betegség
38196409;101920;3;- Felnőttkori súlyos (18 éves kor felett, Mayo score > vagy = 9) colitis ulcerosa
38265357;101986;1;Közepesen súlyos vagy súlyos tünetekkel járó méhfibrómák kezelésére fogamzóképes korú felnőtt nők esetén.
38196410;101920;4;- Spondylitis ankylopoetica
38196411;101920;5;-  Aktív, súlyos arthritis psoriatica
38196412;101920;6;- Súlyos tünetekkel (PASI  > vagy = 15 vagy BSA > vagy = 10 vagy DLQI > vagy = 10) járó plakkos psoriasis
38196413;101920;7;- Rheumatoid arthritis (több mint 4 ACR kritérium legalább 3 hónapja)
38196432;101920;8;- Juvenilis idiopáthiás arthritis.
38573169;103152;1;Súlyos szemszárazság kezelésére, ha az eddig rendelkezésre álló kezelési lehetőségek dokumentáltan nem vezettek javuláshoz, és a következők együttesen fennállnak: Schirmer teszt <5,0mm, a cornea fluorescein festődése (CFS) >/= 3 (Oxford séma szerint), és a Szemfelszíni Betegség Kérdőívre (OSDI) adott pontszám  >/= 33. Súlyos szubjektív panaszok esetén, enyhébb klinikai tünetek mellett is alkalmazható immunológiailag igazolt autoimmun megbetegedések esetén. A kezelés során a fenti vizsgálati paramétereket (Schirmer teszt, cornea festődés, Szemfelszíni Betegség Kérdőív) 6 havonta ellenőrizni szükséges a hatás illetve a javulás megállapítása érdekében.
38552244;103057;1;Daganatos betegségek kezelésére, az adott készítmény alkalmazási előírásában szereplő javallatokban
38552498;103059;1;Rosszindulatú daganatos megbetegedéshez társuló, tünetekkel járó, nem kuratív célú kemoterápiával összefüggő anémia kezelésére - a finanszírozási eljárásrend szerint
38552543;103060;1;Krónikus veseelégtelenség mellett fellépő táplálkozási fehérjehiány esetén, amennyiben az eGFR 30 ml/perc értéknél kevesebb és az előírt fehérjebevitel maximum 40 g, a diéta kiegészítéseként
38553323;103061;1;Metasztatizáló vesesejtes karcinóma (MRCC) kezelésére - a finanszírozási eljárásrend szerint
38553442;103062;1;Dokumentáltan súlyos immun (idiopátiás) trombocytopeniás purpurában (ITP) szenvedő felnőtt, valamint a készítmény alklamazási előiratában meghatározott 18 év alatti gyermek betegek részére (vérlemezkeszám 30x109/l alatt van és/vagy fokozott a vérzési rizikó), ha korábbi gyógyszeres terápiára tartósan nem reagált. A kezelést fel kell függeszteni, ha a vérlemezkeszám négyheti, maximális adag alkalmazása mellett sem éri el a klinikailag jelentős vérzés elkerüléséhez szükséges szintet.
38553545;103065;1;Dokumentált terápiarezisztens depresszió esetén azon betegek részére, akiknek az aktuális, közepesen súlyos vagy súlyos depresszív epizódja nem reagált legalább két különböző antidepresszánssal végzett kezelésre.
38553587;103066;1;Wilson-kór kezelésére olyan felnőtteknél, serdülőknél és 5 éves vagy idősebb gyermekeknél, akiknél a D-penicillamin kezelés során a kezelés azonnali felfüggesztését indokló, dokumentáltan súlyos mellékhatás jelentkezett
38553633;103067;1;Homozigóta familiáris hypercholesterinaemia kezelésére
38553804;103071;1;"Polycythaemia verában (PV) szenvedő, felnőtt betegek kezelésére, akik dokumentáltan rezisztensek vagy intoleránsak legalább 3 hónapos  hidroxikarbamid (hidroxiurea, HU) kezelésre. Amennyiben a 32. héten végzett laboratóriumi vizsgálat során a hematocrit > 45% vagy a thrombocytaszám > 400 G/l vagy a fehérvérsejtszám >10 G/l , a terápiát fel kell függeszteni.  _x000d_
A terápia leállítandó, ha legalább 28 napnyi kezelést követően, legalább két hónapig, havi 2 E-nyi vörösvérsejt transzfúziós igény mutatkozik, vagy legalább grade 3 szintű trombocitopenia, anémia, vagy vérzés lép fel.  Relabáló a beteg, ha legalább 3 hónapos kezelés mellett a lép újra megnövekszik, amelyet a léptérfogat <10 %-os vagy a lépméret <30 %-os csökkenése jellemez a kezdeti választ követően. _x000d_
"
38553696;103069;1;Relabáló vagy refrakter, FLT3-ITD  mutációval rendelkező akut myeloid leukémiában (AML) szenvedő felnőtt betegek kezelésére, monoterápiaként. A haemopoeticus-őssejttranszplantáció (HSCT) utáni fenntartó kezelésként a terápia nem adható.
38553852;103073;1;"Primer myelofibrosisban, polycythaemia vera utáni myelofibrosisban vagy essentialis thrombocythaemia utáni myelofibrosisban szenvedő felnőttek betegséggel összefüggő splenomegaliájának vagy tüneteiknek kezelésére, ruxolitinib kezelést követően, annak ellenjavallata vagy hatástalansága esetén. _x000d_
Amennyiben a  24. héten a lép kiindulási térfogatához viszonyított, képalkotó vizsgálattal igazoltan >/= 35%-os csökkenés nem mutatható ki, a terápiát hatástalanság miatt fel kell függeszteni, kivéve azon betegeknél, akiknek betegsége során a lépvéna vagy véna portae krónikus thrombosia következett be. _x000d_
Intolerancia miatt a terápia leállítandó, ha legalább 28 napnyi kezelést követően, legalább két hónapig, havi 2 E-nyi vörösvérsejt transzfúziós igény mutatkozik, vagy legalább grade 3 szintű trombocitopenia, anémia, vagy vérzés lép fel.  Refrakter betegnél a terápia leállítandó amennyiben 3 hónapos kezelés mellett a léptérfogat <10 %-os vagy a lépméret <30 %-os csökkenése jellemező_x000d_
"
38553828;103072;1;"Primer myelofibrosisban vagy polycythaemia vera utáni myelofibrosisban vagy essentialis thrombocythaemia utáni myelofibrosisban szenvedő felnőtt betegek betegséggel összefüggő splenomegaliájának kezelésére. Amennyiben a 24. héten a lép kiindulási térfogatához viszonyított, képalkotó vizsgálattal igazoltan ? 35%-os csökkenés nem mutatható ki, a terápiát fel kell függeszteni. _x000d_
A terápia leállítandó, ha legalább 28 napnyi kezelést követően, legalább két hónapig, havi 2 E-nyi vörösvérsejt transzfúziós igény mutatkozik, vagy legalább grade 3 szintű trombocitopenia, anémia, vagy vérzés lép fel.  Relabáló a beteg, ha legalább 3 hónapos kezelés mellett a lép újra megnövekszik, amelyet a léptérfogat <10 %-os vagy a lépméret <30 %-os csökkenése jellemez a kezdeti választ követően, kivéve azon betegeknél, akiknek betegsége során a lépvéna vagy véna portae krónikus thrombosia következett be. _x000d_
"
38554445;103077;1;Schizophrenia esetén a finanszírozási eljárásrend alapján
38557351;103078;1;Schizophrenia esetén a finanszírozási eljárásrend alapján
38554446;103077;2;Schizotypiás és paranoid (delusiv) rendellenességek esetén
38557352;103078;2;Schizotypiás és paranoid (delusiv) rendellenességek esetén
38560616;103087;1;Oszteoporózis következtében kialakuló csonttörés primer és secunder prevenciója céljából alkalmazható a kalcium- és D-vitamin pótlására - a finanszírozási eljárásrend szerint
38557706;103079;1;Krónikus aktív hepatitis B kezelésére - a meghatározott finanszírozási eljárásrend alapján
38554169;103075;1;Hólyagtumor magas kockázatú eseteiben intravesicalis instilláció céljára és in situ carcinomában a finanszírozási eljárásrend alapján.
38554033;103074;1;Prosztatarákban szenvedő férfiak kezelésére a finanszírozási eljárásrend alapján
38554241;103076;1;Nem-kissejtes tüdőrák (NSCLC) kezelésére a finanszírozási eljárásrend alapján
38560002;103085;1;Philadelphia kromoszóma (bcr-abl átrendeződés) pozitív (Ph+) krónikus myeloid leukaemia (CML) kezelésére - a meghatározott finanszírozási eljárásrend alapján, az adott készítmény alkalmazási előírásának megfelelően
38558408;103081;1;Sclerosis multiplex esetén a meghatározott finanszírozási eljárásrend alapján
38560278;103086;1;Philadelphia kromoszóma (bcr-abl átrendeződés) pozitív (Ph+) krónikus myeloid leukaemia (CML) másodvonalbeli kezelésére - a meghatározott finanszírozási eljárásrend alapján
38561411;103089;1;Aktív, előrehaladott myeloma multiplex kezelésére a meghatározott finanszírozási protokoll eljárásrend szerint
38561252;103088;1;Metasztatizáló vesesejtes karcinóma (MRCC) kezelésére - interferon vagy IL-2 kezelést követően, a folyamat WHO kritériumok szerint definiált progressziójáig - a meghatározott finanszírozási eljárásrend alapján
38561558;103090;1;Perzisztáló súlyos eozinofil asthma bronchiale kiegészíto kezelése céljából - a meghatározott finanszírozási eljárásrend (felnottkori asthma bronchiale) alapján
38558908;103083;1;Atherothromboticus és thromboemboliás események primer és secunder prevenció céljából alkalmazható - a finanszírozási eljárásrend szerint
38558738;103082;1;Coronariascleroticus stabil angina pectoris, komplex antianginás kezelés mellett ismétlődő anginiform panaszok fennállása esetén - a finanszírozási eljárásrend szerint
38566715;103104;1;Asthma bronchiale kezelésére a finanszírozási eljárásrendek alapján
38562135;103092;1;Parenterális biszfoszfonát oszteoporotikus csonttörések primer prevenciója céljából alkalmazható, amennyiben az EÜ70 9a/2. pontban meghatározott oralis  biszfoszfonát ellenjavallt, vagy dokumentált intolerancia vagy a kezelést hátrányosan befolyásoló egyéb tényező miatt nem folytatható - a finanszírozási eljárásrend szerint
38561978;103091;1;Orális biszfoszfonát oszteoporotikus csonttörések primer prevenciója céljából alkalmazható - a finanszírozási eljárásrend szerint
38562168;103093;1;Az oszteoporotikus csonttörések primer prevenciója céljából alkalmazható, amennyiben az EÜ70 9a/2. vagy az EÜ70 9a/3. pontban meghatározott kezelés ellenjavallt, vagy azzal szemben dokumentált intolerancia lép fel, vagy a készítmény legalább 12 hónapon át történő alkalmazása nem volt eredményes - a finanszírozási eljárásrend szerint
38562548;103094;1;Orális biszfoszfonát oszteoporotikus csonttörések szekunder prevenciója céljából alkalmazható - a finanszírozási eljárásrend szerint
38562705;103095;1;Parenterális biszfoszfonát oszteoporotikus csonttörések szekunder prevenciója céljából alkalmazható, amennyiben az EÜ70 9b/1. pontban meghatározott oralis  biszfoszfonát ellenjavallt, vagy dokumentált intolerancia vagy a kezelést hátrányosan befolyásoló egyéb tényező miatt nem folytatható - a finanszírozási eljárásrend szerint
38562786;103096;1;Az oszteoporotikus csonttörések szekunder prevenciója céljából alkalmazható, amennyiben az EÜ70 9b/1. vagy az EÜ70 9b/2. pontban meghatározott kezelés ellenjavallt, vagy azzal szemben dokumentált intolerancia lép fel, vagy a készítmény legalább 12 hónapon át történő alkalmazása nem volt eredményes - a finanszírozási eljárásrend szerint
38562865;103097;1;NYHA besorolás szerint II-IV funkcionális osztályú, tünetekkel járó, csökkent ejekciós frakciójú (LVEF<40%,) krónikus szívelégtelenségben szenvedő felnőttek kezelésére.
38562939;103098;1;Dokumentált idült vesebetegség  kezelésére (eGFR-értéke >/= 25  -  >/= 75 ml/perc/1,73 m2  és albuminuriájuk van (3mg/mmol felett), amennyiben már a beteg angiotenzin konvertáló enzim-inhibitorral (ACEi) vagy angiotenzin-receptor-blokkolóval (ARB). történő kezelésben részesült  
38563251;103100;1;Parkinson-kór és Parkinson-szindróma (másodlagos parkinsonismus) kezelésére - a finanszírozási eljárásrend szerint
38564468;103101;1;Parkinson-kór esetén, az alkalmazási előírásban szereplő monoterápiában, illetve L-DOPA és selegilinnel, illetve amantadinnal való kombinált kezelésben kiegészítő kezelésként is, ha súlyos motoros fluktuáció jelentkezik - a finanszírozási eljárásrend szerint
38565246;103102;1;Parkinson-kórban kialakuló motoros fluktuáció minden esetében - a finanszírozási eljárásrend szerint
38565367;103103;1;Oszteoporotikus törések szekunder prevenciója céljából alkalmazható humán rekombináns parathormon - a finanszírozási eljárásrend szerint
38566949;103105;1;Gyermekkori asthma bronchiale kezelésére (14 éves korig, az  életkorra vonatkozó rendelési előírások szigorú figyelembevételével) a finanszírozási eljárásrend alapján
38567934;103106;1;Krónikus obstruktív tüdőbetegség (COPD) esetén a finanszírozási eljárásrend alapján
38552288;103058;1;Perzisztáló allergiás asthma bronchiale kiegészítő kezelése céljából - a finanszírozási eljárásrend szerint (felnőttkori asthma bronchiale és gyermekkori asthma bronchiale)
38553666;103068;1;"Szekunder prevencióként azon felnőtt betegek kezelésére, akik életmódváltás, szívérrendszeri társbetegségek (pl. diabetes, hipertonia) célértékre történő kezelése, továbbá akik kórelőzményében akut koronária szindróma (STEMI, non-STEMI, instabil angina), coronaria revaszkularizáció (coronaria bypass vagy coronaria intervenció), ischaemias stroke, perifériás artériás revaszkularizáció (sebészi, vagy endovaszkuláris), vagy vaszkuláris okból bekövetkezett amputáció szerepel és LDL-C szintje meghaladja a 1,8 mmol/L szintet 3 havi maximálisan tolerált dózisú sztatin kezelés és 1 havi ezetimibe-kezelés ellenére:  _x000d_
- egy sztatinnal vagy sztatinnal és egyéb lipidszintcsökkentő terápiákkal kombinálva _x000d_
- bizonyítható sztatin intolerancia (CK emelkedés, egyértelműen sztatin terápiára visszavezethető szignifikáns májfunkció eltérés) vagy sztatin ellenjavallatt esetén önmagában vagy egyéb lipidszintcsökkentő terápiákkal kombinálva"
