ID;KOD;LEIRAS
51580;J11;Influenza, virus nem identifikált
51688;K77;Májrendellenességek máshova osztályozott   betegségekben
51704;L04;Akut nyirokcsomó-gyulladás
52142;R06;A légzés rendellenességei
52247;S26;A szív sérülése
52511;V97;Egyéb légi szállítási baleset
52541;W27;Nem motoros kéziszerszámok által okozott baleset
52588;W83;Egyéb fulladás
52697;X99;Éles eszközökkel elkövetett testi sértés
52706;Y08;Egyéb megjelölt módon elkövetett testi sértés
51291;E46;Fehérje- és energiahiányos alultápláltság k.m.n..
51338;F12;Cannabis és származékai okozta mentális- és viselkedészavarok
51343;F17;Dohányzás okozta mentális- és viselkedészavarok
51363;F81;Az iskolai teljesítmény specifikus fejlődési rendellenességei
51386;G09;A központi idegrendszer gyulladásos megbetegedéseinek következményei
52376;T55;Szappanok és detergensek toxikus hatása
52731;Y33;Egyéb megjelölt, nem meghatározott szándékú esemény
52740;Y45;Fájdalom- és lázcsillapítók és gyulladás elleni szerek
52745;Y50;Központi idegrendszeri stimulánsok m.n.o.
52772;Y79;Ortopédiai eszközök okozta ártalmak
44971;B180;Krónikus vírusos B-típusú hepatitis delta-ágenssel
44972;B181;Krónikus vírusos B-típusú hepatitis delta-ágens nélkül
44974;B589;Toxoplasmosis, k.m.n.
52304;S83;A térd ficama, dislocatiója és distorsiója
51961;O62;A szülőfájások rendellenességei
44975;C;Felső ajak, külső felszín rosszindulatú daganata
51992;O99;Egyéb, máshova besorolható anyai betegségek, amelyek a terhességet, szülést és a gyermekágyat kompli
52044;P91;Az újszülött agyi állapotának egyéb zavarai
51399;G32;Az idegrendszer egyéb degenerativ elváltozásai máshova osztályozott betegségekben
51421;G63;Polyneuropathia máshova osztályozott betegségekben
51433;G93;Egyéb agyi megbetegedések
51768;L95;Bőrre lokalizált vasculitis, m.n.o.
51802;M40;Kyphosis és lordosis
51829;M84;A csontfolytonosság rendellenességei
51022;A67;Pinta [carate]
51039;A87;Vírusos agyhártyagyulladás
45045;E271;Primer mellékvesekéreg elégtelenség
45047;E273;Gyógyszer okozta mellékvesekéreg elégtelenség
45050;E700;Klasszikus phenylketonuria
45052;E742;Galactose anyagcsere zavarai
45053;E743;Az intestinális szénhidrát-felszívódás egyéb rendellenességei
45055;E782;Kevert hyperlipidaemia
45057;E785;Hyperlipidaemia, k.m.n.
45060;F061;Organikus katatónia
45061;F062;Organikus paranoid (deluzív) [schizofrénia-szerű] zavar
45070;F251;Schizoaffektív zavar depressziós típusa
45077;F302;Mánia pszichotikus tünetekkel
45079;F311;Bipoláris affektív zavar, jelenleg mániás epizód pszichotikus tünetek nélkül
45080;F312;Bipoláris affektív zavar, jelenleg mániás epizód pszichotikus tünetekkel
45081;F316;Bipoláris affektív zavar, jelenleg kevert tünetek észlelhetők
45111;F952;Kombinált vokális és multiplex motoros tic (zavar) [Gilles de la Tourette szindróma]
45113;G114;Öröklődő spasticus paraplegia
45117;G219;Másodlagos parkinsonizmus k.m.n.
45120;G404;Egyéb általánosult epilepsziák és epilepsziás szindrómák
45124;G590;Diabeteses mononeuropathia (E10-E14+, közös negyedik karakter a E10-E14+, .4)
45130;H811;Benignus paroxysmális szédülés
45140;I258;Idült ischaemiás szívbetegség egyéb formái
45142;I269;Tüdőembólia heveny cor pulmonale említése nélkül
45150;I631;Agyi infarktus a praecerebrális ütőerek embóliája miatt
45151;I632;etkeztében
45153;I634;Agyi infarktus a cerebrális ütőerek embóliája miatt
45154;I635;Agyi infarktus a cerebrális ütőerek k.m.n. elzáródása vagy szűkülete következtében
45155;I636;Agyi infarktus az agyi visszerek nem suppurativ rögösödése miatt
45160;I693;Agyi infarktus késői következményei
45164;I829;K.m.n. véna embóliája és thrombosisa
45166;J302;Egyéb szezonális allergiás rhinitis
45167;J304;Allergiás rhinitis, k.m.n.
45168;J449;Idült obstruktív tüdőbetegség, k.m.n.
45176;K210;Gastro-oesophageális reflux, oesophagitisszel
45179;K221;Nyelőcsőfekély
45181;K227;Barrett oesophagus
45182;K509;Crohn-betegség, k.m.n.
45202;M073;Egyéb psoriasisos arthropathiák (L40.5+)
51060;B09;A bőr és nyálkahártya elváltozásaival járó vírusfertőzés k.m.n..
51069;B23;Egyéb állapotokat eredményező HIV-betegség
51073;B27;Mononucleosis infectiosa
51145;C41;Egyéb és nem meghatározott elhelyezkedésű csont és izületi porc rosszindulatú daganata
52441;V27;Motorkerékpáros sérülése rögzített vagy állandó objektummal ütközésben
52443;V29;Motorkerékpáros sérülése egyéb és k.m.n. közlekedési balesetben
52447;V33;Háromkerekű motoros jármű utasának sérülése autóval vagy teherautóval ütközésben
52485;V71;Autóbusz utasának sérülése kerékpárral ütközésben
52488;V74;Autóbusz utasának sérülése nehéz járművel vagy autóbusszal ütközésben
52513;V99;Közlekedési baleset k.m.n.
52535;W21;Nekiütődés vagy ütés sportszertől
52558;W44;A szembe vagy testnyílásba behatoló idegentest
52566;W55;Egyéb emlősök harapása
52584;W78;Gyomortartalom inhalációja
52620;X20;Mérges kígyók és gyíkok által okozott mérgezés
52066;Q18;Az arc és nyak egyéb veleszületett rendellenességei
52105;Q66;A lábak veleszületett rendellenességei
45204;M109;Köszvény k.m.n.
45206;M179;Térdízületi arthrosis k.m.n.
45213;M805;Idiopathiás osteoporosis pathológiás töréssel
45215;M815;Idiopathiás osteoporosis
45221;N083;Glomerulopathia diabetes mellitusban (E10-E14+, közös negyedik karakter a E10-E14+, .2)
45223;N251;Nephrogen diabetes insipidus
45229;P071;Egyéb alacsony születési súly
45230;P073;Egyéb koraszülött csecsemő
45232;Q249;A szív veleszületett rendellenessége k.m.n.
45234;Q339;A tüdő veleszületett rendellenessége k.m.n.
45236;Q891;A mellékvese veleszületett rendellenességei
52127;Q89;Egyéb veleszületett, m.n.o. rendellenességek
52132;Q95;Kiegyenlített átrendeződések és szerkezeti markerek m.n.o.
52157;R23;Egyéb bőrelváltozások
52172;R42;Szédülékenység
51234;D51;B-12 vitaminhiány anaemia
51290;E45;Fejlődés visszamaradás fehérje- és energiahiányos alultápláltság miatt
51297;E55;D-vitamin hiány
51299;E58;Táplálkozási calcium-hiány
51310;E71;Az oldalláncos aminosavak és zsírsavak anyagcseréjének rendellenességei
51322;E86;A testnedvek csökkenése, volumenhiány
51385;G08;Koponyaűri és gerinccsatornai phlebitis és thrombophlebitis
51081;B39;Histoplasmosis
51128;B90;A gümőkór következményei
52644;X44;Balesetszerű mérgezés egyéb és k.m.n. gyógyszerek és biológiai anyagok által
52359;T38;Hormonok és szintetikus pótszereik és antagonistáik által okozott mérgezés, m.n.o.
45237;Q980;Klinefelter szindróma, kariotípus 47,XXY
45242;R522;Egyéb idült fájdalom
45245;R682;Szájszárazság, k.m.n.
45252;Z512;Egyéb kemoterápia
45254;Z923;Sugárkezelés az egyéni kórelőzményben
45256;Z941;Szívátültetés után lévő személy
45257;Z942;Tüdőátültetés után lévő személy
52363;T42;Antiepileptikum, altató-nyugtató és antiparkinson szerek által okozott mérgezés
52676;X78;Szándékos önártalom éles eszközzel
52707;Y09;K.m.n. módon elkövetett testi sértés
52725;Y27;Sérülés forró gőzök és tárgyak által, nem meghatározott szándékú
45259;Z948;Egyéb szövet és szervátültetés után lévő személy
37664;Z826;Ízületi gyulladás és egyéb vázizomrendszeri és kötőszöveti betegség a családi anamnézisben
37450;Z509;Ellátás k.m.n. rehabilitációs eljárásokkal
88013;A000;Kolera (Vibrio cholerae 01, cholera biovariáns okozta)
88014;A001;Kolera (Vibrio cholerae 01, El Tor biovariáns okozta)
88015;A009;Kolera k.m.n.
88016;A010;Hastífusz (typhus abdominalis)
88017;A011;"Paratífusz ""A"""
88018;A012;"Paratífusz ""B"""
52748;Y53;Elsődlegesen a gyomor-bélrendszerre ható szerek
52762;Y69;K.m.n. baleset a műtét vagy gyógykezelés során
52777;Y84;Egyéb orvosi eljárások, mint a betegnél fellépő rendellenes reakció vagy késői szövődmény okai, az e
52780;Y87;Szándékos önártalom, testi sértés és nem meghatározott szándékú esemény következményei
52800;Z20;Fertőző betegségekkel való kontaktus és kitettség
51242;D60;Szerzett vörösvérsejt aplasia [erythroblastopenia]
52473;V59;Teherautó utasának sérülése egyéb és k.m.n. közlekedési balesetben
52478;V64;Nehéz szállítójármű utasának sérülése nehéz járművel vagy autóbusszal ütközésben
52180;R50;Ismeretlen eredetű láz
51266;E06;Pajzsmirigy gyulladás
51318;E79;A purin és pirimidin anyagcsere rendellenességei
51329;F02;Dementia egyéb, máshova osztályozott betegségekben
88019;A013;"Paratífusz ""C"""
88020;A014;Paratífusz k.m.n.
88021;A020;Salmonella bélhurut
88022;A021;Salmonella szepszis
51466;H34;Ideghártya ereinek elzáródásai
51775;M06;Egyéb rheumatoid arthritis
51804;M42;Gerinc osteochondrosis
51840;M96;Beavatkozás utáni csont-izomrendszeri deformitások m.n.o.
88023;A022;Salmonella helyi fertőzések
51422;G64;A környéki idegrendszer egyéb megbetegedései
51450;H15;Az ínhártya rendellenességei
51404;G43;Migrén
51407;G47;Alvászavarok
51413;G55;Ideggyök és plexus kompressziók máshova osztályozott betegségekben
51432;G92;Toxikus encephalopathia
51463;H31;Az érhártya egyéb rendellenességei
51470;H42;Zöldhályog máshova osztályozott betegségekben
51876;N40;Prostata túltengés
51890;N62;Emlő hypertophia
88024;A028;Egyéb meghatározott salmonella fertőzések
88025;A029;Salmonella fertőzés k.m.n.
88026;A030;Shigellosis Shigella dysenteriae miatt
88027;A031;Shigellosis Shigella flexneri miatt
88028;A032;Shigellosis Shigella boydii miatt
88029;A033;Shigellosis Shigella sonnei miatt
88030;A038;Egyéb shigellosis
88031;A039;Shigellosis k.m.n.
88032;A040;Enteropathogén Escherichia coli fertőzés
88033;A041;Enterotoxikus Escherichia coli fertőzés
88034;A042;Enteroinvazív Escherichia coli fertőzés
88035;A043;Enterohaemorrhagiás Escherichia coli fertőzés
88036;A044;Egyéb Escherichia coli okozta bélfertőzés (Escherichia coli enteritis, k.m.n.)
88037;A045;Campylobacter okozta bélhurut
88038;A046;Yersinia enterocolitica okozta bélhurut
88039;A047;Clostridium difficile okozta vékony- és vastagbélgyulladás
88040;A048;Egyéb meghatározott baktériumok által okozott bélfertőzések
88041;A049;Baktériumok által okozott bélfertőzés k.m.n.
88042;A050;Staphylococcus által okozott ételmérgezés
88043;A051;Botulizmus
88044;A052;Clostridium perfringens [ Clostridium welchii ] okozta ételmérgezés
88045;A053;Vibrio parahaemolyticus ételmérgezés
88046;A054;Bacillus cereus ételmérgezés
88047;A058;Egyéb meghatározott baktériumok által okozott ételmérgezések
88048;A059;Bakteriális ételmérgezés, k.m.n.
88049;A060;Heveny amoebás dysenteria
88050;A061;Idült bél amoebiasis
88051;A062;Amoebás vastagbélgyulladás, nem vérhassal járó
88052;A063;Bél amoeboma
88053;A064;Amoebás májtályog
88054;A065;Amoebás tüdőtályog (J99.8*)
88055;A066;Amoebás agytályog (G07*)
87585;N1782;Egyéb heveny veseelégtelenség KDIGO AKI II. stádium
87569;N1884;Egyéb krónikus veseelégtelenség KDIGO CKD IV. stádium
87571;G0481;Autoimmun encephalitis
87576;G4181;Autoimmun eredetu status epilepticus
87578;N1883;Egyéb krónikus veseelégtelenség KDIGO CKD III. stádium
87583;N1885;Egyéb krónikus veseelégtelenség KDIGO CKD V. stádium
87588;N1881;Egyéb krónikus veseelégtelenség KDIGO CKD I. stádium
87589;N1895;Krónikus veseelégtelenség, k.m.n. KDIGO CKD V. stádium
87572;N1791;Heveny veseelégtelenség, k.m.n. KDIGO AKI I. stádium
87580;U9901;Pulmonális hypertóniás krízis
87581;N1781;Egyéb heveny veseelégtelenség KDIGO AKI I. stádium
87586;G4051;Autoimmun eredetu speciális epilepsziás szindrómák
87590;N1882;Egyéb krónikus veseelégtelenség KDIGO CKD II. stádium
87573;N1892;Krónikus veseelégtelenség, k.m.n. KDIGO CKD II. stádium
87575;G2531;Opsoclonus myoclonus
87587;N1891;Krónikus veseelégtelenség, k.m.n. KDIGO CKD I. stádium
87570;N1894;Krónikus veseelégtelenség, k.m.n. KDIGO CKD IV. stádium
87577;N1893;Krónikus veseelégtelenség, k.m.n. KDIGO CKD III. stádium
87579;N1783;Egyéb heveny veseelégtelenség KDIGO AKI III. stádium
87582;G4081;Autoimmun eredetu epilepszia
87574;N1792;Heveny veseelégtelenség, k.m.n. KDIGO AKI II. stádium
87584;N1793;Heveny veseelégtelenség, k.m.n. KDIGO AKI III. stádium
88056;A067;Bőr amoebiasis
88057;A068;Egyéb lokalizációjú amoebás fertőzés
88058;A069;Amoebiasis k.m.n.
88059;A070;Balantidiasis
88060;A071;Giardiasis [lambliasis]
88061;A072;Cryptosporidiosis
88062;A073;Isosporiasis
51897;N75;A Bartholin-mirígy betegségei
51917;N98;Mesterséges megtermékenyítéshez társuló szövődmények
51933;O15;Eclampsia
51537;I41;Szívizomgyulladás máshova osztályozott betegségekben
51575;J03;Heveny mandulagyulladás
52298;S77;A csipő és comb zúzódása
52325;T04;Több testtájra terjedő zúzódások
52833;Z53;Az egészségügyi szolgálatot specifikus eljárások végett igénybe vevő személyek, akiknél az eljárás n
52855;Z83;Egyéb specifikus rendellenességek a családi anamnézisben
52545;W31;Egyéb és k.m.n. készülékek által okozott baleset
52554;W40;Egyéb anyagok robbanása
52561;W50;Balesetszerű nekiütődés, ütés, rúgás, harapás vagy karmolás más személytől
52608;X08;Egyéb füst, tűz vagy láng által okozott baleset
51728;L45;Papulosquamosus rendellenességek máshova osztályozott betegségekben
51740;L62;Körömrendellenességek máshova osztályozott betegségekben
51744;L66;Heges alopecia [hegesedéssel járó szőrzetvesztés]
51748;L71;Rosacea
88063;A078;Egyéb meghatározott protozoon bélbetegségek
88064;A079;Protozoon bélbetegség k.m.n.
88065;A080;Rotavírus bélhurut
88066;A081;Norwalk-ágens által okozott heveny gyomor-bélbetegség
88067;A082;Adenovírus okozta bélhurut
88068;A083;Egyéb vírusos bélhurut
51765;L92;A bőr és bőralatti szövet granulomatosus rendellenességei
51769;L98;A bőr és bőralatti szövet egyéb,   m.n.o. rendellenességei
51779;M10;Köszvény
51805;M43;Egyéb deformáló dorsopathiák
51821;M71;Egyéb bursopathiák
51866;N29;A vese és uréter egyéb rendellenességei máshova osztályozott betegségekben
51869;N32;A húgyhólyag egyéb rendellenességei
88069;A084;Vírusos bélfertőzés k.m.n.
88070;A085;Egyéb meghatározott bélfertőzések
88071;A150;A köpet mikroszkópos vizsgálatával igazolt tüdőgümőkór, tenyésztéssel, vagy anélkül
88072;A151;Tüdőgümőkór, csak tenyésztéssel igazolt
88073;A152;Tüdőgümőkór, szövettani vizsgálattal kimutatott
88074;A153;Tüdőgümőkór, k.m.n. módon igazolt
88075;A154;A mellkasi nyirokcsomók gümőkórja, bakteriológiai és szövettani vizsgálattal igazolt
88076;A155;A gége, légcső és hörgők gümőkórja, bakteriológiai és szövettani vizsgálattal igazolt
88077;A156;Gümőkóros mellhártyagyulladás, bakteriológiai és szövettani vizsgálattal igazolt
88078;A157;Elsődleges légzőszervi gümőkór, bakteriológiai és szövettani vizsgálattal igazolt
88079;A158;Egyéb légzőszervi gümőkór, bakteriológiai és szövettani vizsgálattal igazolt
88080;A159;Nem meghatározott légzőszervi gümőkór, bakteriológiai és szövettani vizsgálattal igazolt
88081;A160;Tüdőgümőkór, negatív bakteriológiai és szövettani vizsgálati eredménnyel
88082;A161;Tüdőgümőkór, bakteriológiai és szövettani vizsgálat nélkül
88083;A162;Tüdőgümőkór, bakteriológiai vagy szövettani vizsgálat említése nélkül
88084;A163;A mellkasi nyirokcsomók gümőkórja, bakteriológiai vagy szövettani vizsgálat említése nélkül
51925;O06;Vetélés k.m.n..
51624;J90;Mellüregi folyadékképződés m.n.o.
51658;K38;A féregnyúlvány egyéb betegségei
51696;K90;Intestinalis malabsorptio
51703;L03;Cellulitis
52032;P70;A magzatra és az újszülöttre jellemző átmeneti cukor anyagcsere zavarok
52068;Q21;A szívsövények veleszületett rendellenességei
52711;Y13;Mérgezés az autonóm idegrendszerre ható egyéb gyógyszerek által, nem meghatározott szándékú
52334;T13;Az alsó végtag egyéb sérülései, szintje nem meghatározott
51465;H33;Ideghártya leválások és szakadások
51937;O22;Vénás szövődmények terhesség alatt
51541;I51;Szövődmények és rosszul meghatározott szívbetegségek
51564;I86;Egyéb lokalizációjú varicositas
88085;A164;A gége, légcső és hörgők gümőkórja, bakteriológiai vagy szövettani vizsgálat említése nélkül
88086;A165;Gümőkóros mellhártyagyulladás, bakteriológiai vagy szövettani vizsgálat említése nélkül
88087;A167;Primér légzőszervi gümőkór, bakteriológiai vagy szövettani vizsgálat említése nélkül
88088;A168;Egyéb légzőszervi gümőkór, bakteriológiai vagy szövettani vizsgálat említése nélkül
51570;I98;A keringési rendszer egyéb rendellenességei máshova osztályozott betegségekben
51577;J05;Heveny obtruktiv laryngitis [croup] és epiglottitis
51723;L40;Psoriasis
51725;L42;Pityriasis rosea
51731;L52;Erythema nodosum
51733;L54;Erythema máshova osztályozott betegségekben
51735;L56;Ultraibolya sugárzás okozta egyéb akut bőrelváltozások
51755;L82;Seborrhoeás keratosis
51794;M25;Egyéb izületi rendellenességek, m.n.o.
52373;T52;Szerves oldószerek toxikus hatása
52391;T70;A lég- és víznyomás hatásai
52787;Y97;Környezet-szennyezéssel összefüggő állapot
51485;H58;A szem és függelékeinek rendellenességei máshova osztályozott betegségekben
51490;H65;A középfül nem gennyes gyulladásai
51553;I72;Egyéb aneurysma
51596;J35;A garat és orrmandulák idült betegségei
51673;K59;A belek egyéb működési rendellenességei
51680;K67;A hashártya rendellenességei máshova osztályozott betegségekben
88726;B957;Egyéb staphylococcus, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88727;B958;Staphylococcus, k.m.n., mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88728;B960;Mycoplasma pneumoniae , mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88717;B948;Egyéb meghatározott fertőzések és élősdiek által okozott betegségek késői következményei
88718;B949;K.m.n. fertőző és élősdiek által okozott betegségek késői következményei
88719;B950;Streptococcus, A csoport, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88720;B951;Streptococcus, B csoport, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
51846;N05;Nem meghatározott nephritis szindróma
51864;N27;Ismeretlen okú kis vese
51905;N85;A méh egyéb, nem-gyulladásos rendellenességei, a méhnyak kivételével
51923;O04;Terhességmegszakaítás (művi vetélés szociális vagy orvosi indicatio alapján)
51927;O08;Vetélést, méhenkivüli és üszögterhességet követő szövődmények
52603;X02;Ellenőrzött tűz épületben vagy építményben
52611;X11;Forró csapvíz által okozott ártalom
51947;O34;Veszélyeztetett terhesség a kismedencei szervek ismert vagy gyanított rendellenességei miatt
51969;O70;Gátsérülés a szülés alatt
51977;O82;Egyes szülés császármetszéssel
51990;O97;Közvetlen   szülészeti okok következményei okozta halál
88721;B952;Streptococcus, D csoport, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88722;B953;Streptococcus pneumoniae , mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88723;B954;Egyéb streptococcus fajok, mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
88724;B955;Streptococcus, k.m.n., mint az egyéb osztályba főcsoportokba tartozó betegségek kiváltó oka
88725;B956;Staphylococcus aureus , mint az egyéb főcsoportokba tartozó betegségek kiváltó oka
52019;P39;Egyéb, a perinatális időszakra jellemző fertőzések
52049;P96;A perinatális szakban keletkező egyéb állapotok
52071;Q24;A szív egyéb veleszületett rendellenességei
52143;R07;Torok- és mellkasfájdalom
52147;R13;Dysphagia
51940;O26;Veszélyeztetett terhesség korábban fennálló állapotok miatt
51943;O30;Többes terhesség
51701;L01;Ótvar
52043;P90;Újszülöttkori görcsök
51477;H49;Bénulásos kancsalság
51481;H53;Látászavarok
51493;H68;Az Eustach-kürt gyulladása és elzáródása
51495;H70;Csecsnyúlvány-gyulladás és azzal összefüggő állapotok
51499;H74;A középfül és csecsnyúlvány egyéb betegségei
51533;I37;A pulmonalis billentyű rendellenességei
52852;Z80;Rosszindulatú daganat a családi anamnézisben
52866;Z94;Transzplantált szerv és szövet
52870;Z98;Egyéb műtét utáni állapotok
51854;N14;Gyógyszer- és nehézfém-indulkált tubulo-interstitialis és tubularis állapotok
50969;A03;Shigellosis
50971;A05;Egyéb baktériumok által okozott ételmérgezések
50984;A23;Brucellosis
50997;A38;Vörheny (scarlatina)
51012;A55;Chlamydia limphogranuloma (venereum)
51026;A71;Trachoma
51049;A98;Egyéb vírusos haemorrhagiás lázak
51066;B20;Fertőző és parazitás betegségeket eredményező      HIV-betegség
51123;B85;Tetvesség és lapostetvesség
51163;C65;A vesemedence rosszindulatú daganata
51170;C72;A gerinvelő, az agyidegek és a központi idegrendszer egyéb részeinek rosszindulatú daganata
88278;A661;"Multiplex papilloma és ""wet crab"" framboesia"
88279;A662;Egyéb korai framboesiás bőrléziók
88280;A663;Framboesiás hyperkeratosis
88281;A664;Framboesiás gummák és fekélyek
88282;A665;Gangosa
88283;A666;Csont és ízületi framboesiás léziók
88284;A667;Egyéb framboesiás manifesztációk
88285;A668;Látens framboesia
88286;A669;Framboesia k.m.n.
88287;A670;Elsődleges léziók pintában
88288;A671;Közbülső léziók pintában
88289;A672;Késői léziók pintában
88290;A673;Vegyes léziók pintában
88291;A679;Pinta k.m.n.
88292;A680;Tetű által terjesztett visszatérő láz
88293;A681;Kullancs által terjesztett visszatérő láz
88294;A689;Visszatérő láz k.m.n.
88295;A690;Nekrotizáló fekélyes stomatitis
88296;A691;Egyéb Vincent-típusú fertőzés
88297;A692;Lyme kór
88298;A698;Egyéb meghatározott spirochaeta fertőzés
88299;A699;Spirochaeta fertőzés, k.m.n.
88300;A710;Trachoma kezdeti szakasza
88301;A711;Trachoma aktív szakasza
88302;A719;Trachoma, k.m.n.
88303;A740;Chlamydiás kötőhártyagyulladás (H13.1*)
88304;A748;Egyéb chlamydia okozta betegségek
88305;A749;Chlamydia fertőzés, k.m.n.
88306;A750;Rickettsia prowazeki okozta, tetű által terjesztett kiütéses tífusz
88307;A751;Kiújuló (visszatérő) kiütéses tífusz [Brill-kór]
88308;A752;Rickettsia typhi fertőzés
88309;A753;Rickettsia tsutsugamushi okozta kiütéses tífusz
88310;A759;Kiütéses tífusz k.m.n.
88311;A770;Foltos láz Rickettsia rickettsii miatt
88312;A771;Foltos láz Rickettsia conorii miatt
88313;A772;Foltos láz Rickettsia siberica miatt (szibériai foltos láz)
88314;A773;Foltos láz Rickettsia australis miatt
88315;A778;Egyéb foltos lázak
44969;B005;A szem herpeszvírus betegsége
39163;D1640;A koponya és az arc csontjainak jóindulatú daganata
36775;Z094;Követéses vizsgálat töréskezelés után
51175;C77;A nyirokcsomók másodlagos és nem meghatározott rosszindulatú daganata
52413;T96;Kábítószerek, gyógyszerek és biológiai anyagok okozta mérgezés következményei
52459;V45;Autó utasának sérülése személy- vagy tehervonattal ütközésben
52474;V60;Nehéz szállitójármű utasának sérülése gyalogossal vagy állattal ütközésben
52481;V67;Nehéz szállítójármű utasának sérülése rögzített vagy állandó objektummal ütközésben
52524;W10;Esés lépcsősor(ról)(ra) vagy lépcsőfok(ról)(ra)
52542;W28;Motoros fűnyíró által okozott baleset
52612;X12;Egyéb forró folyadékok által okozott ártalom
52630;X30;Természetes eredet excesszív hőség által okozott ártalom
52073;Q26;A nagyvénák veleszületett rendellenességei
52091;Q45;Az emésztőrendszer egyéb veleszületett rendellenességei
52093;Q51;A méh és méhnyak veleszületett rendellenességei
52136;R00;A szívverés rendellenességei
52145;R10;Hasi és medencei fájdalom
52168;R36;Húgycső-váladékozás
52175;R45;Az érzelmi állapotot illető tünetek és jelek
51225;D40;A férfi nemi szervek bizonytalan és ismeretlen viselkedésű daganata
51326;E90;Táplálkozási és anyagcsere zavarok máshova osztályozott betegségekben
51337;F11;Opiátok használata okozta mentális- és viselkedészavarok
45192;K922;Gastrointestinális vérzés k.m.n.
45205;M169;Coxarthrosis k.m.n.
45207;M352;Behçet-kór
45208;M405;Lordosis, k.m.n.
45225;N809;Endometriosis, k.m.n.
51346;F50;Evési zavarok
51357;F64;A nemi identitás zavarai
51373;F94;A szocializáció jellegzetesen gyermek- és serdülőkorban kezdődő zavarai
51104;B65;Shistosomiasis [bilharziasis]
51115;B76;Horogféreg-betegség
51219;D34;A pajzsmirigy jóindulatú daganata
52377;T56;Fémek toxikus hatása
52674;X76;Szándékos önártalom tűzzel, füsttel és lángokkal
52678;X80;Szándékos önártalom magas helyről leugrás által
52681;X83;Szándékos önártalom egyéb megjelölt módon
45235;Q431;Hirschsprung-féle betegség
45240;R520;Akut fájdalom
52696;X98;Forró gőzökkel és tárgyakkal elkövetett testi, sértés
52717;Y19;Mérgezés egyéb és k.m.n. vegyszerek és mérgező anyagok által, nem meghatározott szándékú
52744;Y49;Pszichotrop szerek m.n.o.
51257;D75;A vér és a vérképző szervek egyéb betegségei
51262;E02;Szubklinikai jódhiány-hypothyreosis
52186;R57;Schock m.n.o.
51336;F10;Alkohol okozta mentális- és viselkedészavarok
51377;G00;Baktériumok okozta agyhártyagyulladás m.n.o.
51383;G06;Koponyaűri és gerinccsatornai tályog és granuloma
51771;M00;Izületi gyulladás pyogen kórokozók miatt
51822;M72;Fibroblastos rendellenességek
51393;G23;A törzsducok egyéb elfajulásos betegségei
51409;G51;A n.facialis rendellenességei
52217;R95;Hirtelen csecsemőhalál szindróma
52227;S06;Intracranialis sérülés
52240;S19;A nyak egyéb és k.m.n. sérülései
52266;S45;Erek sérülése a váll és a felkar szintjében
52271;S50;Az alkar felületes sérülése
52276;S55;Erek sérülése az alkar szintjében
52280;S59;Az alkar egyéb és k.m.n. sérülései
51389;G12;Gerincvelői izomsorvadás és rokon szindrómák
51402;G40;Epilepszia
51429;G83;Egyéb bénulásos szindrómák
51438;G98;Az idegrendszer m.n.o. egyéb rendellenességei
36776;Z097;Követéses vizsgálat egyéb állapotok kombinált kezelése után
36777;Z098;Követéses vizsgálat egyéb okból végzett egyéb kezelések után
38203;I240;Szívkoszorúér-thrombosis, mely nem vezet szívizomelhaláshoz
38206;I249;Heveny ischaemiás szívbetegség, k.m.n.
37458;Z518;Egyéb meghatározott orvosi ellátás
45008;C795;A csontok és csontvelő másodlagos rosszindulatú daganata
45056;E784;Egyéb hyperlipidaemia
45121;G409;Epilepszia, k.m.n.
45157;I638;Agyi infarktus, egyéb
45180;K222;Nyelőcső obstructio
45200;M060;Szeronegatív rheumatoid arthritis
45222;N189;Krónikus veseelégtelenség k.m.n.
45049;E291;Here hypofunctio
45062;F063;Organikus hangulat- (affektív) zavarok
37777;Z955;Koszorúérbe vagy helyére beépített implantátum jelenléte
45123;G459;Átmeneti agyi ischaemiás attak (TIA) k.m.n.
45161;I694;Szélütés (stroke) nem vérzésként vagy infarktusként jelölt késői következményei
45196;L501;Urticaria idiopathica
45217;M820;Osteoporosis myeloma multiplexben (C90.0)
45247;R730;Kóros glucose-tolerancia teszt
45112;G;Haemophilus agyhártyagyulladás
45194;L400;Psoriasis vulgaris
45125;G632;Diabetes polyneuropathia (E10-E14+, közös negyedik karakter a E10-E14+, .4)
45249;Z298;Egyéb meghatározott profilaxis
37449;Z508;Ellátás egyéb rehabilitációs eljárásokkal
37459;Z519;Orvosi ellátás k.m.n.
38124;C833;Nagysejtes (diffúz)
43103;M082;Szisztémás kezdetű juvenilis arthritis
43104;M083;Fiatalkori szeronegatív polyarthritis
38445;I740;A hasi aorta embóliája és rögösödése
44970;B023;A szem zoster-betegsége
44973;B182;Krónikus vírusos C-típusú hepatitis
45003;C509;Emlő, k.m.n.
45004;C541;Endometrium
45007;C679;Húgyhólyag, k.m.n.
45017;C911;Krónikus lymphocytás leukaemia
