EUPONT_ID;KATEGORIA_ID;KATEGORIA;JOGOSULT;JIDOKORLAT;SZAKV_ID;KIINT_ID
99458;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54217;1
98809;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103093;5;Háziorvos;javaslatra írhat;12;1;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786631
98904;0;Megkötés nélkül;írhat;0;54237;1
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786686
100963;3;Kijelölt intézmény;írhat;0;71457;37786655
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786639
101920;3;Kijelölt intézmény;írhat;0;71457;37786660
103061;3;Kijelölt intézmény;írhat;0;71457;37786657
99469;5;Háziorvos;javaslatra írhat;12;1;1
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54273;1
99494;5;Háziorvos;javaslatra írhat;12;1;1
99906;3;Kijelölt intézmény;írhat;0;71457;37786665
99508;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54225;1
99851;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786631
100969;3;Kijelölt intézmény;írhat;0;71457;37786635
103075;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75402;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786635
99456;0;Megkötés nélkül;javaslatra írhat;12;54242;1
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
99443;0;Megkötés nélkül;javasolhat és írhat;0;54225;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786640
103079;3;Kijelölt intézmény;írhat;0;71457;37786651
99291;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54253;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786684
103089;3;Kijelölt intézmény;írhat;0;71457;37786684
103088;3;Kijelölt intézmény;írhat;0;71457;37786692
99899;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;75405;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786661
101920;3;Kijelölt intézmény;írhat;0;71457;37786685
99448;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786686
103104;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75405;1
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786686
103087;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;54217;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786673
99953;3;Kijelölt intézmény;írhat;0;71457;37786690
99523;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
99458;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
103059;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;írhat;0;54281;1
99922;3;Kijelölt intézmény;írhat;0;71457;37786684
99910;3;Kijelölt intézmény;írhat;0;71457;37786673
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
103061;3;Kijelölt intézmény;írhat;0;71457;37786690
99910;3;Kijelölt intézmény;írhat;0;71457;37786661
100962;6;Kijelölt intézmény szakorvosa;írhat;0;54281;1
98957;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54268;1
100967;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
98986;5;Háziorvos;írhat;0;1;1
103103;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75427;1
99527;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
99526;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
100972;3;Kijelölt intézmény;írhat;0;71457;37786686
100962;3;Kijelölt intézmény;írhat;0;71457;37786680
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54252;1
99517;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75433;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786645
103066;3;Kijelölt intézmény;írhat;0;54298;37786645
101919;3;Kijelölt intézmény;írhat;0;71457;37786631
103076;3;Kijelölt intézmény;írhat;0;71457;37786635
99854;3;Kijelölt intézmény;írhat;0;71457;37786680
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54253;1
101920;6;Kijelölt intézmény szakorvosa;írhat;0;54267;1
103061;3;Kijelölt intézmény;írhat;0;71457;37786672
103074;3;Kijelölt intézmény;írhat;0;71457;37786633
99291;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
99441;0;Megkötés nélkül;javasolhat és írhat;0;75400;1
99488;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99444;0;Megkötés nélkül;javasolhat és írhat;0;75400;1
103090;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37848574
99469;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75418;1
103061;6;Kijelölt intézmény szakorvosa;írhat;0;54281;1
99429;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75387;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786654
103086;3;Kijelölt intézmény;írhat;0;71457;37786686
103100;5;Háziorvos;javaslatra írhat;12;1;1
103095;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54237;1
103074;6;Kijelölt intézmény szakorvosa;írhat;0;75402;1
100972;3;Kijelölt intézmény;írhat;0;71457;37843248
99919;3;Kijelölt intézmény;írhat;0;71457;37786635
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786661
99525;5;Háziorvos;javaslatra írhat;12;1;1
99458;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75387;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786686
103088;3;Kijelölt intézmény;írhat;0;71457;37786635
99502;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75401;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786651
103074;3;Kijelölt intézmény;írhat;0;71457;37786657
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786640
99519;5;Háziorvos;javaslatra írhat;12;1;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786651
99460;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75387;1
99428;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
103058;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javaslatra írhat;4;54252;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786673
99465;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
99301;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
99521;5;Háziorvos;javaslatra írhat;12;1;1
103091;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;54217;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786642
99290;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54252;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786680
103105;0;Megkötés nélkül;javasolhat és írhat;0;54272;1
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54218;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54230;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786646
101920;3;Kijelölt intézmény;írhat;0;71457;37786642
103079;3;Kijelölt intézmény;írhat;0;71457;37786645
99294;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54273;1
103071;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54273;1
103096;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;54217;1
99448;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
99503;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
103088;3;Kijelölt intézmény;írhat;0;71457;37786642
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37975187
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786639
100963;3;Kijelölt intézmény;írhat;0;71457;37786631
99450;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54264;1
99513;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;1;1
99525;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54272;1
103088;3;Kijelölt intézmény;írhat;0;71457;37786657
99442;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
99469;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99906;3;Kijelölt intézmény;írhat;0;71457;37786631
103089;3;Kijelölt intézmény;írhat;0;71457;37786640
103162;3;Kijelölt intézmény;írhat;0;71457;37786675
101920;6;Kijelölt intézmény szakorvosa;írhat;0;54245;1
98811;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54226;1
99287;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;írhat;0;86313;1
103105;5;Háziorvos;javaslatra írhat;12;1;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786631
99909;6;Kijelölt intézmény szakorvosa;írhat;0;86313;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
98841;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
99851;0;Megkötés nélkül;javaslatra írhat;12;54217;1
99511;0;Megkötés nélkül;írhat;0;75427;1
99291;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
98851;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54250;1
98973;0;Megkötés nélkül;írhat;0;75388;1
103096;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;75387;1
100967;3;Kijelölt intézmény;írhat;0;71457;37786645
99902;6;Kijelölt intézmény szakorvosa;írhat;0;54252;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786682
99953;3;Kijelölt intézmény;írhat;0;71457;37786693
99431;5;Háziorvos;javaslatra írhat;24;1;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786673
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54246;1
99439;5;Háziorvos;javaslatra írhat;12;1;1
98892;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54219;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54215;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54283;1
100962;3;Kijelölt intézmény;írhat;0;71457;37786657
99853;3;Kijelölt intézmény;írhat;0;71457;37786639
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37975186
99459;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
98904;0;Megkötés nélkül;írhat;0;75427;1
103062;3;Kijelölt intézmény;írhat;0;71457;37786660
99914;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786639
100962;3;Kijelölt intézmény;írhat;0;71457;37786642
99920;3;Kijelölt intézmény;írhat;0;71457;37786672
100975;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
99447;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75387;1
103076;3;Kijelölt intézmény;írhat;0;71457;38199946
103091;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75427;1
99906;3;Kijelölt intézmény;írhat;0;71457;37786659
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75389;1
98812;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
99455;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
99287;9;Fekvőbeteg gyógyintézeti háttérrel rendelkező járóbeteg szakr.;írhat;0;75418;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786633
103061;3;Kijelölt intézmény;írhat;0;71457;37786684
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54250;1
101919;6;Kijelölt intézmény szakorvosa;írhat;0;54267;1
99523;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54230;1
98933;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54286;1
99851;0;Megkötés nélkül;javaslatra írhat;12;54219;1
98909;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54219;1
99923;6;Kijelölt intézmény szakorvosa;írhat;0;54218;1
103094;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
99914;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786680
99434;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
103062;3;Kijelölt intézmény;írhat;0;71457;37786632
99953;3;Kijelölt intézmény;írhat;0;71457;37786632
99496;0;Megkötés nélkül;írhat;0;54268;1
100969;3;Kijelölt intézmény;írhat;0;71457;37786661
98813;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
100969;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
103103;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75437;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786642
99914;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786658
98840;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
100973;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786659
100972;3;Kijelölt intézmény;írhat;0;71457;37786661
99494;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54281;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99862;3;Kijelölt intézmény;írhat;0;71457;37786645
103092;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54237;1
99910;3;Kijelölt intézmény;írhat;0;71457;37786645
99505;5;Háziorvos;javaslatra írhat;12;1;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786660
103079;3;Kijelölt intézmény;írhat;0;71457;37786633
103079;3;Kijelölt intézmény;írhat;0;71457;37786633
98973;0;Megkötés nélkül;írhat;0;75427;1
103085;6;Kijelölt intézmény szakorvosa;írhat;0;86313;1
98976;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75387;1
99461;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786675
99512;5;Háziorvos;javaslatra írhat;12;1;1
99914;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786642
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786680
103087;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;75387;1
99854;3;Kijelölt intézmény;írhat;0;71457;37786635
98815;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
103061;3;Kijelölt intézmény;írhat;0;71457;37786632
103061;3;Kijelölt intézmény;írhat;0;71457;37786671
103096;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
99437;5;Háziorvos;javaslatra írhat;12;1;1
98804;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
98841;5;Háziorvos;javaslatra írhat;999;1;1
99497;5;Háziorvos;javaslatra írhat;12;1;1
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786667
103062;3;Kijelölt intézmény;írhat;0;71457;37786665
98984;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54219;1
100962;3;Kijelölt intézmény;írhat;0;71457;37786633
100962;3;Kijelölt intézmény;írhat;0;71457;37786661
98810;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786654
103088;6;Kijelölt intézmény szakorvosa;írhat;0;54281;1
103087;8;Menopauza és osteoporózis járóbeteg-szakrendelés;javasolhat és írhat;0;54250;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786680
98993;0;Megkötés nélkül;írhat;0;75388;1
100967;3;Kijelölt intézmény;írhat;0;71457;37786631
99485;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
99504;5;Háziorvos;javaslatra írhat;12;1;1
99467;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
99526;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75390;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786648
99525;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75438;1
103081;3;Kijelölt intézmény;írhat;0;71457;37786648
99452;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
99484;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99913;3;Kijelölt intézmény;írhat;0;71457;37786658
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;86313;1
99512;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54223;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786659
103076;3;Kijelölt intézmény;írhat;0;71457;37786680
99901;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786678
103061;6;Kijelölt intézmény szakorvosa;írhat;0;54253;1
99526;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
99498;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99429;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;75390;1
103095;8;Menopauza és osteoporózis járóbeteg-szakrendelés;írhat;0;54217;1
103089;3;Kijelölt intézmény;írhat;0;71457;37786667
98816;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
99460;7;Diabetológiai szakellátóhely;javasolhat és írhat;0;54219;1
99913;3;Kijelölt intézmény;írhat;0;71457;37786693
103088;3;Kijelölt intézmény;írhat;0;71457;37786684
100974;5;Háziorvos;javaslatra írhat;12;1;1
103062;3;Kijelölt intézmény;írhat;0;71457;38567950
100963;3;Kijelölt intézmény;írhat;0;71457;37786686
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
99853;3;Kijelölt intézmény;írhat;0;71457;37786692
99913;3;Kijelölt intézmény;írhat;0;71457;37786665
99440;0;Megkötés nélkül;javasolhat és írhat;0;54225;1
100963;3;Kijelölt intézmény;írhat;0;71457;37786639
98808;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
101395;3;Kijelölt intézmény;írhat;0;71457;37786631
99913;3;Kijelölt intézmény;írhat;0;71457;37786633
103081;3;Kijelölt intézmény;írhat;0;71457;37786672
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54226;1
99899;0;Megkötés nélkül;javaslatra írhat;999;54222;1
99514;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54267;1
99495;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
99506;0;Megkötés nélkül;írhat;0;54242;1
99481;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54235;1
99505;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
103076;3;Kijelölt intézmény;írhat;0;71457;37786639
99910;3;Kijelölt intézmény;írhat;0;71457;37786676
99913;3;Kijelölt intézmény;írhat;0;71457;37786672
99467;0;Megkötés nélkül;írhat;0;54264;1
100973;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54233;1
99447;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54286;1
103088;6;Kijelölt intézmény szakorvosa;írhat;0;75402;1
99906;3;Kijelölt intézmény;írhat;0;71457;37786686
103081;3;Kijelölt intézmény;írhat;0;71457;37786654
98810;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
103087;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
103094;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75419;1
99909;6;Kijelölt intézmény szakorvosa;írhat;0;54273;1
103098;5;Háziorvos;javaslatra írhat;12;1;1
99851;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54246;1
100995;3;Kijelölt intézmény;Nincs jogosultsága;0;71457;37786658
100962;3;Kijelölt intézmény;írhat;0;71457;37786672
99922;3;Kijelölt intézmény;írhat;0;71457;37786631
103162;3;Kijelölt intézmény;írhat;0;71457;37786686
103088;3;Kijelölt intézmény;írhat;0;71457;37786671
99854;3;Kijelölt intézmény;írhat;0;71457;37786669
99294;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
103079;3;Kijelölt intézmény;írhat;0;71457;37786639
103152;3;Kijelölt intézmény;írhat;0;54298;37786639
103103;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54245;1
98822;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54281;1
100963;3;Kijelölt intézmény;írhat;0;71457;37786637
99439;0;Megkötés nélkül;javasolhat és írhat;0;54242;1
99922;3;Kijelölt intézmény;írhat;0;71457;37786661
99913;3;Kijelölt intézmény;írhat;0;71457;37786632
103058;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786682
103104;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54272;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786641
103077;5;Háziorvos;javaslatra írhat;12;1;1
103091;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75437;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786665
103083;0;Megkötés nélkül;írhat;0;54217;1
100974;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54247;1
99853;3;Kijelölt intézmény;írhat;0;71457;37786633
100962;6;Kijelölt intézmény szakorvosa;írhat;0;54247;1
103069;3;Kijelölt intézmény;írhat;0;54298;37786667
99479;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75389;1
101919;3;Kijelölt intézmény;írhat;0;71457;37786686
98943;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54219;1
103095;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75427;1
98904;0;Megkötés nélkül;írhat;0;75419;1
101919;6;Kijelölt intézmény szakorvosa;írhat;0;54255;1
99498;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54268;1
99493;1;Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54237;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786661
98820;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75438;1
99473;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54245;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786648
99910;3;Kijelölt intézmény;írhat;0;71457;37786631
103081;3;Kijelölt intézmény;írhat;0;71457;37786635
99913;3;Kijelölt intézmény;írhat;0;71457;37786651
103069;3;Kijelölt intézmény;írhat;0;54298;37786658
103058;6;Kijelölt intézmény szakorvosa;javasolhat és írhat;0;54272;1
99427;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54219;1
99431;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;75438;1
99899;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786686
103074;3;Kijelölt intézmény;írhat;0;71457;37786638
99441;0;Megkötés nélkül;javasolhat és írhat;0;75401;1
103088;3;Kijelölt intézmény;írhat;0;71457;37786631
103081;3;Kijelölt intézmény;írhat;0;71457;37786632
99489;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
99467;0;Megkötés nélkül;írhat;0;54217;1
99904;3;Kijelölt intézmény;írhat;0;71457;37786686
101919;3;Kijelölt intézmény;írhat;0;71457;37786635
103079;3;Kijelölt intézmény;írhat;0;71457;37786646
99515;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54263;1
98816;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75418;1
101920;6;Kijelölt intézmény szakorvosa;írhat;0;54218;1
99914;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786651
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;75398;1
101920;3;Kijelölt intézmény;írhat;0;71457;37786650
99953;3;Kijelölt intézmény;írhat;0;71457;37786633
99461;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54217;1
103074;3;Kijelölt intézmény;írhat;0;71457;37786631
100972;3;Kijelölt intézmény;írhat;0;71457;37786659
103062;3;Kijelölt intézmény;írhat;0;71457;38567951
99290;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
103152;3;Kijelölt intézmény;írhat;0;54298;37786631
98980;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54255;1
99903;6;Kijelölt intézmény szakorvosa;írhat;0;54233;1
98820;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;86313;1
103085;3;Kijelölt intézmény;írhat;0;71457;37786645
99851;3;Kijelölt intézmény;javasolhat és írhat;0;71457;37786645
99443;5;Háziorvos;javaslatra írhat;12;1;1
99290;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;írhat;0;54247;1
99431;4;Járóbeteg szakrendelés/Fekvőbeteg gyógyintézet;javasolhat és írhat;0;54233;1
103086;3;Kijelölt intézmény;írhat;0;71457;37786673
103066;6;Kijelölt intézmény szakorvosa;írhat;0;54217;1
